topic,candidate,score,tp
EP-1442759-A1,EP-0858589,0.6680518,0
EP-1442759-A1,EP-0909200,0.66761535,0
EP-1442759-A1,EP-0831945,0.66719747,0
EP-1442759-A1,EP-0285496,0.66719306,0
EP-1442759-A1,EP-0648513,0.66705376,0
EP-1442759-A1,EP-0438703,0.66611665,0
EP-1442759-A1,EP-0405094,0.6660148,0
EP-1442759-A1,WO-1992003180,0.6658532,0
EP-1442759-A1,EP-0634660,0.66565806,0
EP-1442759-A1,EP-1089778,0.66555053,0
EP-1442759-A1,WO-2000062840,0.6652158,0
EP-1442759-A1,WO-1996021853,0.6651525,0
EP-1442759-A1,WO-1999037191,0.6650281,0
EP-1442759-A1,EP-0769328,0.6647207,0
EP-1442759-A1,EP-0623032,0.6647093,0
EP-1442759-A1,EP-0428723,0.6642754,0
EP-1442759-A1,WO-1995026800,0.66358685,0
EP-1442759-A1,EP-0376168,0.66339743,0
EP-1442759-A1,EP-0335789,0.6633001,0
EP-1442759-A1,EP-0526623,0.662974,0
EP-1442759-A1,EP-0686565,0.66293955,0
EP-1442759-A1,EP-0109903,0.66281193,0
EP-1442759-A1,EP-0697248,0.6627379,0
EP-1442759-A1,EP-0970716,0.6624042,0
EP-1442759-A1,WO-1999062583,0.66233844,0
EP-1442759-A1,EP-1307249,0.66223735,0
EP-1442759-A1,WO-1998010807,0.66207075,0
EP-1442759-A1,WO-1997041918,0.66201234,0
EP-1442759-A1,EP-0931489,0.66199684,0
EP-1442759-A1,WO-2000006079,0.6619061,0
EP-1442759-A1,EP-0639384,0.6616788,0
EP-1442759-A1,EP-0583148,0.6616217,0
EP-1442759-A1,EP-1171242,0.6607995,0
EP-1442759-A1,EP-0603076,0.6607809,0
EP-1442759-A1,EP-0578775,0.6605808,0
EP-1442759-A1,EP-0649663,0.6603886,0
EP-1442759-A1,EP-0718005,0.66026735,0
EP-1442759-A1,EP-1034772,0.6600028,0
EP-1442759-A1,WO-2000005146,0.66000265,0
EP-1442759-A1,EP-0301913,0.6596184,0
EP-1442759-A1,WO-1984002646,0.6594192,0
EP-1442759-A1,WO-1995010311,0.6591039,0
EP-1442759-A1,WO-1993025143,0.6589175,0
EP-1442759-A1,WO-2001008546,0.65891075,0
EP-1442759-A1,WO-1988002641,0.6588912,0
EP-1442759-A1,EP-0876792,0.6588897,0
EP-1442759-A1,WO-2001096881,0.6586739,0
EP-1442759-A1,WO-2002045649,0.65858567,0
EP-1442759-A1,WO-2001076747,0.65831774,0
EP-1442759-A1,EP-0515883,0.6581819,0
EP-1442759-A1,WO-2001076656,0.6578505,0
EP-1442759-A1,EP-1051095,0.657397,0
EP-1442759-A1,EP-1616586,0.6571591,0
EP-1442759-A1,WO-1996040320,0.6561711,0
EP-1442759-A1,WO-2000034775,0.6561612,0
EP-1442759-A1,EP-0900093,0.6561234,0
EP-1442759-A1,EP-0622055,0.6559478,0
EP-1442759-A1,EP-0770402,0.6554397,0
EP-1442759-A1,WO-2002043589,0.6552838,0
EP-1442759-A1,EP-0679100,0.6552782,0
EP-1442759-A1,EP-0443667,0.6552352,0
EP-1442759-A1,EP-0734227,0.65501654,0
EP-1442759-A1,WO-1998014163,0.65501577,0
EP-1442759-A1,EP-0897310,0.6550122,0
EP-1442759-A1,EP-1027864,0.655005,0
EP-1442759-A1,WO-1989004690,0.65462416,0
EP-1442759-A1,EP-0983770,0.65440536,0
EP-1442759-A1,EP-0209710,0.6541355,0
EP-1442759-A1,WO-2000049939,0.6540767,0
EP-1442759-A1,WO-1999008089,0.6539779,0
EP-1442759-A1,EP-0461007,0.6538464,0
EP-1442759-A1,EP-0388269,0.6536974,0
EP-1442759-A1,EP-0314016,0.65324736,0
EP-1442759-A1,EP-0445246,0.65320355,0
EP-1442759-A1,EP-0803723,0.6531336,0
EP-1442759-A1,EP-0932423,0.6531227,0
EP-1442759-A1,EP-0632732,0.65288454,0
EP-1442759-A1,WO-1996005875,0.6527046,0
EP-1442759-A1,EP-0688399,0.6524802,1
EP-1442759-A1,WO-1997045148,0.65236545,0
EP-1442759-A1,WO-1991015182,0.6523612,0
EP-1442759-A1,EP-0663216,0.65216196,0
EP-1442759-A1,WO-1998007466,0.65203613,0
EP-1442759-A1,WO-1998033537,0.65195984,0
EP-1442759-A1,EP-1200003,0.6519598,0
EP-1442759-A1,WO-1996025195,0.6519313,0
EP-1442759-A1,EP-0885381,0.6519177,0
EP-1442759-A1,WO-1995016395,0.65122586,0
EP-1442759-A1,WO-2001091831,0.651204,0
EP-1442759-A1,WO-1998035718,0.65113646,0
EP-1442759-A1,EP-0152717,0.65102816,0
EP-1442759-A1,WO-2001044782,0.65084755,0
EP-1442759-A1,EP-0030760,0.6508224,0
EP-1442759-A1,WO-1987005208,0.65073353,0
EP-1442759-A1,WO-1988007351,0.6506587,0
EP-1442759-A1,WO-1995004886,0.6504462,0
EP-1442759-A1,EP-0885619,0.6503616,1
EP-1442759-A1,EP-0172117,0.65019387,0
EP-1442759-A1,EP-0932824,0.65016323,0
EP-1442759-A1,WO-1997033149,0.65008795,0
EP-1442759-A1,EP-0073847,0.65002334,0
EP-1442759-A1,EP-0645980,0.649776,0
EP-1442759-A1,EP-0476089,0.6496997,0
EP-1442759-A1,EP-1223954,0.6496808,0
EP-1442759-A1,EP-0830867,0.64960295,0
EP-1442759-A1,WO-1996004875,0.6495821,0
EP-1442759-A1,EP-0210153,0.64935154,0
EP-1442759-A1,WO-1997016715,0.64904916,0
EP-1442759-A1,EP-0611227,0.6489711,0
EP-1442759-A1,EP-1087804,0.6489446,0
EP-1442759-A1,EP-0214903,0.64875484,0
EP-1442759-A1,EP-0249533,0.64865375,0
EP-1442759-A1,EP-0148116,0.6486393,0
EP-1442759-A1,WO-2000061294,0.648582,0
EP-1442759-A1,EP-0395035,0.6485031,0
EP-1442759-A1,WO-2001083003,0.64825857,0
EP-1442759-A1,WO-1987001943,0.648138,0
EP-1442759-A1,EP-0516573,0.64809245,0
EP-1442759-A1,EP-0100762,0.6479415,0
EP-1442759-A1,EP-0836858,0.64786994,0
EP-1442759-A1,WO-1994006491,0.6478645,0
EP-1442759-A1,EP-0306445,0.64781034,0
EP-1442759-A1,EP-0258579,0.64775425,0
EP-1442759-A1,WO-1996040319,0.6476974,0
EP-1442759-A1,EP-0389719,0.64766526,0
EP-1442759-A1,EP-0447909,0.6476516,0
EP-1442759-A1,EP-0678279,0.64759976,0
EP-1442759-A1,EP-0189153,0.6475795,0
EP-1442759-A1,EP-1226077,0.64751256,0
EP-1442759-A1,WO-1999056696,0.6474042,0
EP-1442759-A1,EP-0521184,0.6473725,0
EP-1442759-A1,WO-1994011037,0.6473584,0
EP-1442759-A1,EP-0482976,0.6473034,0
EP-1442759-A1,EP-0455215,0.6469344,0
EP-1442759-A1,WO-1990007903,0.6469245,0
EP-1442759-A1,EP-0962228,0.6464482,0
EP-1442759-A1,WO-2002040993,0.646257,0
EP-1442759-A1,EP-0427588,0.6461544,0
EP-1442759-A1,WO-2002020072,0.64610887,0
EP-1442759-A1,EP-0575970,0.64608085,0
EP-1442759-A1,WO-1999062588,0.6456423,0
EP-1442759-A1,EP-0112356,0.64560694,0
EP-1442759-A1,EP-0686403,0.6455251,0
EP-1442759-A1,WO-2001005505,0.6454922,0
EP-1442759-A1,EP-0681488,0.64537585,0
EP-1442759-A1,EP-1191962,0.6452282,0
EP-1442759-A1,WO-1999065543,0.6450896,0
EP-1442759-A1,WO-2000067823,0.6449045,0
EP-1442759-A1,EP-0224604,0.6448178,0
EP-1442759-A1,EP-0323321,0.6446222,0
EP-1442759-A1,WO-1995011621,0.64448166,0
EP-1442759-A1,WO-2000053335,0.6444032,0
EP-1442759-A1,EP-1044670,0.64433336,0
EP-1442759-A1,WO-1998036834,0.6443265,0
EP-1442759-A1,EP-1051617,0.644305,0
EP-1442759-A1,WO-1998011349,0.644218,0
EP-1442759-A1,WO-1996022152,0.64419425,0
EP-1442759-A1,EP-0097748,0.64408123,0
EP-1442759-A1,WO-1981002837,0.6440609,0
EP-1442759-A1,EP-0246979,0.6440537,0
EP-1442759-A1,EP-0618820,0.6440046,0
EP-1442759-A1,EP-0687343,0.64387,1
EP-1442759-A1,EP-0913680,0.64363813,0
EP-1442759-A1,WO-1999005443,0.6436299,0
EP-1442759-A1,WO-1986000023,0.6435573,0
EP-1442759-A1,EP-0271398,0.64353704,0
EP-1442759-A1,EP-0225861,0.6433815,0
EP-1442759-A1,WO-2002036010,0.6432152,0
EP-1442759-A1,EP-0679101,0.64320374,0
EP-1442759-A1,WO-2001078591,0.6431764,0
EP-1442759-A1,WO-1998028199,0.64314413,0
EP-1442759-A1,EP-0376603,0.6429197,0
EP-1442759-A1,EP-0271383,0.64289725,0
EP-1442759-A1,EP-0642801,0.64283967,0
EP-1442759-A1,EP-0291519,0.6427839,0
EP-1442759-A1,WO-2002024258,0.64275885,0
EP-1442759-A1,EP-0690960,0.64271706,0
EP-1442759-A1,EP-1333756,0.6426958,0
EP-1442759-A1,EP-0549498,0.6426406,0
EP-1442759-A1,EP-0806648,0.6426282,0
EP-1442759-A1,EP-1118657,0.64261526,0
EP-1442759-A1,WO-1984000905,0.6425756,0
EP-1442759-A1,EP-0969240,0.6424966,0
EP-1442759-A1,WO-2000016730,0.6423055,0
EP-1442759-A1,WO-1997046318,0.6419795,0
EP-1442759-A1,EP-0356002,0.6418861,0
EP-1442759-A1,WO-2001078837,0.64159006,0
EP-1442759-A1,WO-2001032524,0.6415604,0
EP-1442759-A1,WO-1995001192,0.6413944,0
EP-1442759-A1,EP-0197553,0.6412548,0
EP-1442759-A1,WO-1994019031,0.6411772,0
EP-1442759-A1,EP-0620746,0.6410042,0
EP-1442759-A1,EP-0067726,0.6409985,0
EP-1442759-A1,EP-1064884,0.6409925,0
EP-1442759-A1,EP-0697589,0.64095503,0
EP-1442759-A1,EP-0694125,0.6409251,0
EP-1442759-A1,EP-0251689,0.64072335,0
EP-1442759-A1,EP-0026679,0.64068043,0
EP-1442759-A1,EP-0646023,0.6406014,0
EP-1442759-A1,WO-2001025668,0.6405052,0
EP-1442759-A1,WO-1995016389,0.6404477,0
EP-1442759-A1,WO-1999050674,0.64027923,0
EP-1442759-A1,EP-0077580,0.6402168,0
EP-1442759-A1,EP-1173283,0.64009607,0
EP-1442759-A1,EP-1098819,0.64001405,0
EP-1442759-A1,EP-0648508,0.6399679,0
EP-1442759-A1,EP-0329784,0.6399243,0
EP-1442759-A1,WO-1998056453,0.6399075,0
EP-1442759-A1,EP-0893133,0.63988346,0
EP-1442759-A1,EP-0206971,0.6398213,0
EP-1442759-A1,EP-0305459,0.6396509,0
EP-1442759-A1,WO-2000033959,0.6394835,0
EP-1442759-A1,WO-1988006861,0.639282,0
EP-1442759-A1,EP-0322358,0.63926625,0
EP-1442759-A1,WO-1982004387,0.6391678,0
EP-1442759-A1,EP-0732114,0.6390628,0
EP-1442759-A1,WO-1995007066,0.6390446,0
EP-1442759-A1,EP-1115361,0.6390116,0
EP-1442759-A1,WO-1993021821,0.6389586,0
EP-1442759-A1,EP-0528949,0.63886607,0
EP-1442759-A1,WO-2001097979,0.63872373,0
EP-1442759-A1,WO-1998037801,0.6386676,0
EP-1442759-A1,EP-1598010,0.63854355,0
EP-1442759-A1,WO-1996009544,0.63854086,0
EP-1442759-A1,EP-1284766,0.63853836,0
EP-1442759-A1,WO-1993021892,0.6383871,0
EP-1442759-A1,EP-1043072,0.63835305,0
EP-1442759-A1,EP-0347272,0.6383527,0
EP-1442759-A1,EP-0619135,0.6383429,0
EP-1442759-A1,EP-0886529,0.63817674,0
EP-1442759-A1,WO-1994013344,0.6381728,0
EP-1442759-A1,EP-0082312,0.6381662,0
EP-1442759-A1,WO-1994007415,0.63814247,0
EP-1442759-A1,WO-2000044505,0.63812387,0
EP-1442759-A1,EP-0808187,0.6381043,0
EP-1442759-A1,EP-0489977,0.63804007,0
EP-1442759-A1,EP-0611228,0.6380218,0
EP-1442759-A1,EP-0413642,0.6380176,0
EP-1442759-A1,EP-0170569,0.6378347,0
EP-1442759-A1,EP-0506534,0.6377466,0
EP-1442759-A1,EP-0717611,0.6376337,0
EP-1442759-A1,EP-0996839,0.637578,0
EP-1442759-A1,WO-1992018844,0.6375673,0
EP-1442759-A1,EP-0336853,0.637346,0
EP-1442759-A1,WO-2000013795,0.6370943,0
EP-1442759-A1,EP-0218785,0.6370368,0
EP-1442759-A1,WO-2000061295,0.6369746,0
EP-1442759-A1,EP-0300008,0.6369612,0
EP-1442759-A1,EP-1120099,0.6369295,0
EP-1442759-A1,EP-0740942,0.63684726,0
EP-1442759-A1,WO-2002032372,0.63682765,0
EP-1442759-A1,EP-0408628,0.6367623,0
EP-1442759-A1,EP-1165246,0.6367445,0
EP-1442759-A1,EP-0781418,0.6367412,0
EP-1442759-A1,EP-0675458,0.6367384,0
EP-1442759-A1,EP-0600804,0.636688,0
EP-1442759-A1,EP-1315530,0.6366695,0
EP-1442759-A1,WO-2000047159,0.6365935,0
EP-1442759-A1,EP-0591038,0.63655037,0
EP-1442759-A1,WO-1998022218,0.6364887,0
EP-1442759-A1,EP-0633037,0.63647133,0
EP-1442759-A1,EP-1214954,0.63642937,0
EP-1442759-A1,WO-1995030371,0.6363976,0
EP-1442759-A1,EP-1043071,0.63636196,0
EP-1442759-A1,EP-1156883,0.63626176,0
EP-1442759-A1,EP-0522256,0.6361276,0
EP-1442759-A1,EP-1317224,0.63609314,0
EP-1442759-A1,EP-0852152,0.6359453,0
EP-1442759-A1,WO-2001019703,0.63593805,0
EP-1442759-A1,WO-1996011025,0.63587034,0
EP-1442759-A1,EP-0927306,0.6358212,0
EP-1442759-A1,EP-0595721,0.6357005,0
EP-1442759-A1,EP-0469504,0.6356999,0
EP-1442759-A1,WO-1995026161,0.6355604,0
EP-1442759-A1,EP-1216196,0.63555455,0
EP-1442759-A1,EP-0535212,0.6354593,0
EP-1442759-A1,EP-1268066,0.6353357,0
EP-1442759-A1,EP-0338886,0.6353104,0
EP-1442759-A1,EP-0695397,0.63528323,0
EP-1442759-A1,EP-0400518,0.6352546,0
EP-1442759-A1,EP-0948446,0.63509065,0
EP-1442759-A1,WO-2000047266,0.6350081,0
EP-1442759-A1,EP-0498740,0.63496083,0
EP-1442759-A1,EP-0957953,0.6349465,0
EP-1442759-A1,EP-0684846,0.634899,0
EP-1442759-A1,EP-0300894,0.63489884,0
EP-1442759-A1,EP-1135180,0.63488424,0
EP-1442759-A1,EP-0299991,0.6348197,0
EP-1442759-A1,EP-1140271,0.6348047,0
EP-1442759-A1,EP-0462814,0.63476175,0
EP-1442759-A1,WO-2000037136,0.6347069,0
EP-1442759-A1,EP-1404227,0.6345909,0
EP-1442759-A1,EP-0826383,0.6345896,0
EP-1442759-A1,WO-1997017021,0.63454556,0
EP-1442759-A1,EP-1150639,0.6344588,0
EP-1442759-A1,EP-1007935,0.6344216,0
EP-1442759-A1,EP-0351344,0.6344023,0
EP-1442759-A1,EP-0420013,0.6343739,0
EP-1442759-A1,WO-1997049441,0.6343575,0
EP-1442759-A1,EP-0482998,0.63431424,0
EP-1442759-A1,EP-0779103,0.6342582,0
EP-1442759-A1,EP-0335807,0.6342245,0
EP-1442759-A1,EP-0725658,0.63410896,0
EP-1442759-A1,EP-0296124,0.6340499,0
EP-1442759-A1,WO-2000012991,0.6340214,0
EP-1442759-A1,EP-1296774,0.6338701,0
EP-1442759-A1,EP-0364380,0.63377523,0
EP-1442759-A1,WO-1994005348,0.6337558,0
EP-1442759-A1,EP-0497229,0.63368964,0
EP-1442759-A1,EP-0189118,0.63364923,0
EP-1442759-A1,EP-0486059,0.63362217,0
EP-1442759-A1,EP-0782702,0.63355124,0
EP-1442759-A1,EP-0304436,0.633484,0
EP-1442759-A1,EP-1184046,0.63334805,0
EP-1442759-A1,EP-0341170,0.63326097,0
EP-1442759-A1,WO-1998030899,0.63323724,0
EP-1442759-A1,EP-1140359,0.6331781,0
EP-1442759-A1,WO-1993025249,0.6331699,0
EP-1442759-A1,WO-2000011462,0.6331533,0
EP-1442759-A1,EP-0528727,0.6331309,0
EP-1442759-A1,EP-0625917,0.6330086,0
EP-1442759-A1,EP-0283126,0.632993,0
EP-1442759-A1,WO-1999016354,0.6329305,0
EP-1442759-A1,WO-2001018396,0.63291883,0
EP-1442759-A1,EP-0505270,0.63272476,0
EP-1442759-A1,EP-0278247,0.63269365,0
EP-1442759-A1,EP-0745400,0.6326776,0
EP-1442759-A1,EP-0563854,0.63267255,0
EP-1442759-A1,EP-0256415,0.632659,0
EP-1442759-A1,EP-0365385,0.6325446,0
EP-1442759-A1,EP-0126642,0.6325091,0
EP-1442759-A1,EP-0523180,0.63238513,0
EP-1442759-A1,EP-0540731,0.6323329,0
EP-1442759-A1,WO-1995021639,0.6322448,0
EP-1442759-A1,EP-0398890,0.63224256,0
EP-1442759-A1,EP-0157579,0.6320972,0
EP-1442759-A1,WO-1981003426,0.6320115,0
EP-1442759-A1,WO-1989010723,0.631998,0
EP-1442759-A1,EP-0510355,0.6319858,0
EP-1442759-A1,WO-1995016632,0.6319097,0
EP-1442759-A1,WO-1996008726,0.6318643,0
EP-1442759-A1,EP-0605673,0.6318493,0
EP-1442759-A1,WO-1997019716,0.6317869,0
EP-1442759-A1,WO-2000035513,0.63166744,0
EP-1442759-A1,EP-0617788,0.63163304,0
EP-1442759-A1,EP-1007216,0.6315525,0
EP-1442759-A1,EP-0014120,0.63153905,0
EP-1442759-A1,EP-0870515,0.6315041,0
EP-1442759-A1,WO-1988003403,0.6314424,0
EP-1442759-A1,EP-0329660,0.63142705,0
EP-1442759-A1,EP-0720856,0.6314142,0
EP-1442759-A1,EP-0202331,0.63138056,0
EP-1442759-A1,EP-0219507,0.6313506,0
EP-1442759-A1,EP-0916307,0.63132036,0
EP-1442759-A1,WO-2001095805,0.6312564,0
EP-1442759-A1,EP-0603093,0.63122416,0
EP-1442759-A1,WO-1998017334,0.63120663,0
EP-1442759-A1,EP-0412981,0.63117313,0
EP-1442759-A1,EP-1031358,0.6311714,0
EP-1442759-A1,EP-1076546,0.6311153,0
EP-1442759-A1,EP-1023914,0.6311017,0
EP-1442759-A1,EP-0659090,0.6310096,0
EP-1442759-A1,EP-0363283,0.6308607,0
EP-1442759-A1,WO-1999059660,0.6308014,0
EP-1442759-A1,WO-1994010446,0.6305615,0
EP-1442759-A1,EP-0322264,0.6305054,0
EP-1442759-A1,EP-0214629,0.63050395,0
EP-1442759-A1,EP-0079283,0.63044745,0
EP-1442759-A1,EP-0565844,0.6304375,0
EP-1442759-A1,EP-0988250,0.63041747,0
EP-1442759-A1,EP-0708674,0.630414,0
EP-1442759-A1,WO-1997043615,0.6304083,0
EP-1442759-A1,WO-1987005198,0.6303989,0
EP-1442759-A1,EP-0401130,0.6303154,0
EP-1442759-A1,WO-1996015724,0.63027716,0
EP-1442759-A1,WO-1997015815,0.6302715,0
EP-1442759-A1,WO-1994008645,0.63021845,0
EP-1442759-A1,EP-0764807,0.6301631,0
EP-1442759-A1,WO-1999022783,0.6301093,0
EP-1442759-A1,WO-1992011881,0.62998796,0
EP-1442759-A1,EP-0852953,0.6298761,0
EP-1442759-A1,WO-2001008582,0.6298629,0
EP-1442759-A1,EP-1076575,0.6298413,0
EP-1442759-A1,EP-0028198,0.6298371,0
EP-1442759-A1,EP-0659091,0.6298307,0
EP-1442759-A1,EP-0284620,0.6298281,0
EP-1442759-A1,WO-2002022044,0.62980616,0
EP-1442759-A1,EP-0752829,0.6297731,0
EP-1442759-A1,EP-0857073,0.6297176,0
EP-1442759-A1,EP-0629413,0.62970793,0
EP-1442759-A1,EP-0571247,0.6294888,0
EP-1442759-A1,WO-1998023505,0.62940913,0
EP-1442759-A1,EP-0342404,0.6294085,0
EP-1442759-A1,EP-0803226,0.6293759,0
EP-1442759-A1,WO-2002053086,0.6292047,0
EP-1442759-A1,WO-1994028996,0.6291671,0
EP-1442759-A1,EP-0571286,0.6291448,0
EP-1442759-A1,EP-0388169,0.62912685,0
EP-1442759-A1,WO-1995017603,0.62908584,0
EP-1442759-A1,EP-0941724,0.62906164,0
EP-1442759-A1,EP-0143064,0.6288837,0
EP-1442759-A1,WO-2000032096,0.62887484,0
EP-1442759-A1,EP-0810154,0.62880445,0
EP-1442759-A1,EP-0393166,0.6287309,0
EP-1443219-A1,EP-0637713,0.6702389,0
EP-1443219-A1,WO-2002020970,0.66515076,0
EP-1443219-A1,WO-2000073688,0.6636399,0
EP-1443219-A1,EP-1181474,0.66341037,0
EP-1443219-A1,EP-1025380,0.66226315,0
EP-1443219-A1,EP-1061269,0.6554559,0
EP-1443219-A1,WO-1999022169,0.65366197,0
EP-1443219-A1,EP-0569608,0.64904386,0
EP-1443219-A1,EP-1325222,0.647154,0
EP-1443219-A1,EP-0522285,0.64575326,0
EP-1443219-A1,EP-0660017,0.6449455,0
EP-1443219-A1,EP-0607621,0.64460605,0
EP-1443219-A1,WO-2002010564,0.641955,0
EP-1443219-A1,WO-1995006276,0.6402426,0
EP-1443219-A1,EP-1445676,0.636228,0
EP-1443219-A1,EP-1252422,0.6319361,0
EP-1443219-A1,EP-0884481,0.6311875,0
EP-1443219-A1,EP-0345459,0.63054824,0
EP-1443219-A1,EP-0957418,0.62755156,0
EP-1443219-A1,EP-0619015,0.6269697,0
EP-1443219-A1,EP-0183919,0.6259593,0
EP-1443219-A1,EP-0850363,0.6257613,0
EP-1443219-A1,EP-1295191,0.62491435,0
EP-1443219-A1,EP-1196834,0.624055,0
EP-1443219-A1,WO-2002014132,0.62389314,0
EP-1443219-A1,EP-0748970,0.62266695,0
EP-1443219-A1,WO-2001081746,0.62261236,0
EP-1443219-A1,EP-1311418,0.62257683,0
EP-1443219-A1,EP-0643814,0.62246585,1
EP-1443219-A1,WO-2001001214,0.62229943,0
EP-1443219-A1,EP-0318671,0.62200797,0
EP-1443219-A1,WO-1998002664,0.6211877,0
EP-1443219-A1,EP-0538771,0.6195605,0
EP-1443219-A1,EP-0535392,0.6187428,0
EP-1443219-A1,EP-0470960,0.6179831,0
EP-1443219-A1,EP-0931680,0.6175704,0
EP-1443219-A1,EP-0297470,0.6149763,0
EP-1443219-A1,EP-1017950,0.61493766,0
EP-1443219-A1,EP-0822343,0.6135323,0
EP-1443219-A1,WO-1997014012,0.61305344,0
EP-1443219-A1,WO-1997005417,0.612776,0
EP-1443219-A1,EP-0249559,0.61238045,0
EP-1443219-A1,EP-1305682,0.61217654,0
EP-1443219-A1,EP-1278950,0.6120473,0
EP-1443219-A1,EP-0855250,0.61179185,0
EP-1443219-A1,EP-0671599,0.61101395,0
EP-1443219-A1,EP-0585280,0.6102964,0
EP-1443219-A1,EP-1216375,0.60973305,0
EP-1443219-A1,EP-0458266,0.60964155,0
EP-1443219-A1,EP-1177889,0.6095796,0
EP-1443219-A1,EP-0284785,0.6092688,0
EP-1443219-A1,EP-1199479,0.6088936,0
EP-1443219-A1,EP-0794035,0.6088929,0
EP-1443219-A1,WO-1999034268,0.60874856,0
EP-1443219-A1,EP-0493154,0.6086148,0
EP-1443219-A1,WO-2002012702,0.60840434,0
EP-1443219-A1,EP-0463353,0.6083282,0
EP-1443219-A1,EP-0922210,0.60812134,0
EP-1443219-A1,WO-1999015823,0.6076956,0
EP-1443219-A1,EP-1164067,0.6070153,0
EP-1443219-A1,WO-2000019549,0.60682225,0
EP-1443219-A1,EP-0997635,0.6063181,0
EP-1443219-A1,WO-2001073282,0.60629773,0
EP-1443219-A1,EP-1209394,0.6059375,0
EP-1443219-A1,EP-0864949,0.60531664,0
EP-1443219-A1,EP-0288719,0.604292,0
EP-1443219-A1,EP-0739503,0.6037784,0
EP-1443219-A1,WO-2001025662,0.6037357,0
EP-1443219-A1,EP-0257355,0.6031362,0
EP-1443219-A1,WO-1999034187,0.6030513,0
EP-1443219-A1,EP-1315060,0.601822,0
EP-1443219-A1,EP-1268999,0.60144436,0
EP-1443219-A1,EP-0179221,0.601395,0
EP-1443219-A1,EP-0589404,0.6006421,0
EP-1443219-A1,EP-1272754,0.60020745,0
EP-1443219-A1,EP-1146268,0.59977627,0
EP-1443219-A1,WO-2001095045,0.5993947,0
EP-1443219-A1,EP-0552815,0.599391,0
EP-1443219-A1,EP-1118128,0.5993289,0
EP-1443219-A1,EP-0495483,0.5992693,0
EP-1443219-A1,EP-0917675,0.5988942,0
EP-1443219-A1,WO-2001012995,0.59871614,0
EP-1443219-A1,EP-1217352,0.5986759,0
EP-1443219-A1,EP-0546694,0.5986353,0
EP-1443219-A1,EP-0612992,0.5986352,0
EP-1443219-A1,EP-1305514,0.59828866,0
EP-1443219-A1,EP-0027211,0.59823847,0
EP-1443219-A1,EP-0521753,0.5978887,0
EP-1443219-A1,EP-1067319,0.59746736,0
EP-1443219-A1,EP-0438543,0.5972564,0
EP-1443219-A1,EP-0341530,0.597249,0
EP-1443219-A1,EP-0126874,0.59695387,0
EP-1443219-A1,EP-0849383,0.5969293,0
EP-1443219-A1,EP-0733435,0.5967997,0
EP-1443219-A1,EP-1186779,0.5966514,0
EP-1443219-A1,EP-0442383,0.5966258,0
EP-1443219-A1,WO-2001080999,0.59644324,0
EP-1443219-A1,WO-2001075289,0.5961076,0
EP-1443219-A1,EP-0929850,0.5959652,0
EP-1443219-A1,EP-1070946,0.59509695,0
EP-1443219-A1,EP-0961957,0.59498966,0
EP-1443219-A1,EP-0783098,0.5949261,0
EP-1443219-A1,EP-0113083,0.594115,0
EP-1443219-A1,EP-0826885,0.5939827,0
EP-1443219-A1,WO-1998009067,0.5937195,0
EP-1443219-A1,EP-0228550,0.59342915,0
EP-1443219-A1,EP-0789235,0.593306,0
EP-1443219-A1,EP-0921322,0.5932651,0
EP-1443219-A1,EP-0426803,0.5930268,0
EP-1443219-A1,EP-0060548,0.59256774,0
EP-1443219-A1,EP-1106904,0.59246457,0
EP-1443219-A1,EP-0205129,0.59244585,0
EP-1443219-A1,EP-0879969,0.59232235,0
EP-1443219-A1,EP-0765788,0.59221625,0
EP-1443219-A1,EP-1152155,0.59191364,0
EP-1443219-A1,EP-0829352,0.59177214,0
EP-1443219-A1,EP-0521545,0.59170103,0
EP-1443219-A1,EP-0941812,0.5915892,0
EP-1443219-A1,EP-0975942,0.5915297,0
EP-1443219-A1,EP-0068127,0.5913203,0
EP-1443219-A1,WO-1998006017,0.5913034,0
EP-1443219-A1,EP-1204823,0.5912702,0
EP-1443219-A1,EP-1022626,0.5910044,0
EP-1443219-A1,WO-2002092983,0.59085166,0
EP-1443219-A1,EP-0822344,0.5907766,0
EP-1443219-A1,EP-1278949,0.5907562,0
EP-1443219-A1,EP-0599171,0.5906001,0
EP-1443219-A1,WO-1999061876,0.5904603,0
EP-1443219-A1,EP-0474017,0.5904551,0
EP-1443219-A1,EP-0984257,0.5900694,0
EP-1443219-A1,EP-0985419,0.58959514,0
EP-1443219-A1,EP-0569375,0.5895822,0
EP-1443219-A1,EP-0783645,0.58945435,0
EP-1443219-A1,EP-0294072,0.5894084,0
EP-1443219-A1,EP-0840017,0.58935624,0
EP-1443219-A1,EP-0200608,0.5891803,0
EP-1443219-A1,WO-1997016777,0.5890461,0
EP-1443219-A1,EP-0751326,0.5882751,0
EP-1443219-A1,EP-0451543,0.58824337,0
EP-1443219-A1,EP-1017978,0.58804125,0
EP-1443219-A1,EP-0742373,0.5879293,0
EP-1443219-A1,WO-1997018452,0.5878757,0
EP-1443219-A1,EP-0184836,0.58746034,0
EP-1443219-A1,WO-1998014848,0.58722353,0
EP-1443219-A1,WO-2000079113,0.58701444,0
EP-1443219-A1,EP-1019649,0.58673227,0
EP-1443219-A1,EP-0391868,0.58644617,0
EP-1443219-A1,EP-0455258,0.5860795,0
EP-1443219-A1,EP-0309643,0.58578527,0
EP-1443219-A1,EP-0632202,0.58526564,0
